sentence A = There is no classroom full of students looking in the same direction inside a bamboo structure.
sentence B = A group of students in uniforms is listening attentively at the front of the class.
entailm AB = A_neutral_B.
entailm BA = B_neutral_A.

CONCEPTS A: Entity+,Classroom+,ContainerFull+,SocialRole+,SubjectiveAssessmentAttribute+,equal+,DirectionalAttribute=,Bamboo=,Artifact+
CONCEPTS B: Group=,SocialRole+,UniformClothing=,Entity+,Listening=,SubjectiveAssessmentAttribute+,FrontFn=,Organization+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	classroom	classroom	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|03038685-n|Classroom+
5	full	full	NOUN	NN	Degree=Pos|fPOS=ADJ++JJ	4	amod	_	JJ|01083157-a|ContainerFull+
6	of	of	ADP	IN	fPOS=ADP++IN	7	case	_	IN|?|?
7	students	student	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	5	nmod	_	NNS|10665698-n|SocialRole+
8	looking	look	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	7	acl	_	VBG|02133435-v|SubjectiveAssessmentAttribute+
9	in	in	ADP	IN	fPOS=ADP++IN	12	case	_	IN|?|?
10	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	12	det	_	DT|?|?
11	same	same	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	12	amod	_	JJ|02062670-a|equal+
12	direction	direction	NOUN	NN	Number=Sing|fPOS=NOUN++NN	8	nmod	_	NN|13827426-n|DirectionalAttribute=
13	inside	inside	ADP	IN	fPOS=ADP++IN	16	case	_	IN|?|?
14	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	16	det	_	DT|?|?
15	bamboo	bamboo	NOUN	NN	Number=Sing|fPOS=NOUN++NN	16	compound	_	NN|12147226-n|Bamboo=
16	structure	structure	NOUN	NN	Number=Sing|fPOS=NOUN++NN	12	nmod	_	NN|04341686-n|Artifact+
17	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	DT|?|?
2	group	group	NOUN	NN	Number=Sing|fPOS=NOUN++NN	8	nsubj	_	NN|00031264-n|Group=
3	of	of	ADP	IN	fPOS=ADP++IN	4	case	_	IN|?|?
4	students	student	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	2	nmod	_	NNS|10665698-n|SocialRole+
5	in	in	ADP	IN	fPOS=ADP++IN	6	case	_	IN|?|?
6	uniforms	uniform	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	4	nmod	_	NNS|04509592-n|UniformClothing=
7	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	8	aux	_	VBZ|02604760-v|Entity+
8	listening	listen	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|02169891-v|Listening=
9	attentively	attentively	ADV	RB	fPOS=ADV++RB	8	advmod	_	RB|00196417-r|SubjectiveAssessmentAttribute+
10	at	at	ADP	IN	fPOS=ADP++IN	12	case	_	IN|?|?
11	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	12	det	_	DT|?|?
12	front	front	NOUN	NN	Number=Sing|fPOS=NOUN++NN	8	nmod	_	NN|08573472-n|FrontFn=
13	of	of	ADP	IN	fPOS=ADP++IN	15	case	_	IN|?|?
14	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	15	det	_	DT|?|?
15	class	class	NOUN	NN	Number=Sing|fPOS=NOUN++NN	12	nmod	_	NN|08239808-n|Organization+
16	.	.	PUNCT	.	fPOS=PUNCT++.	8	punct	_	Fp|?|?
