sentence A = There is no little boy running on the ground and playing with a little girl.
sentence B = A little boy is running on the ground and playing with a little girl.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,SubjectiveStrongNegativeAttribute+,Human+,IntentionalProcess+,LandArea=,IntentionalProcess+,SubjectiveStrongNegativeAttribute+,Human+
CONCEPTS B: SubjectiveStrongNegativeAttribute+,Human+,Entity+,IntentionalProcess+,LandArea=,IntentionalProcess+,SubjectiveStrongNegativeAttribute+,Human+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	5	neg	_	?|?
4	little	little	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	5	amod	_	01391351-a|SubjectiveStrongNegativeAttribute+
5	boy	boy	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	10285313-n|Human+
6	running	run	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	5	acl	_	01717169-v|IntentionalProcess+
7	on	on	ADP	IN	fPOS=ADP++IN	9	case	_	?|?
8	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	9	det	_	?|?
9	ground	ground	NOUN	NN	Number=Sing|fPOS=NOUN++NN	6	nmod	_	09334396-n|LandArea=
10	and	and	CONJ	CC	fPOS=CONJ++CC	6	cc	_	?|?
11	playing	play	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	6	conj	_	01717169-v|IntentionalProcess+
12	with	with	ADP	IN	fPOS=ADP++IN	15	case	_	?|?
13	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	15	det	_	?|?
14	little	little	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	15	amod	_	01391351-a|SubjectiveStrongNegativeAttribute+
15	girl	girl	NOUN	NN	Number=Sing|fPOS=NOUN++NN	11	nmod	_	10129825-n|Human+
16	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	3	det	_	?|?
2	little	little	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	3	amod	_	01391351-a|SubjectiveStrongNegativeAttribute+
3	boy	boy	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nsubj	_	10285313-n|Human+
4	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	5	aux	_	02604760-v|Entity+
5	running	run	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	01717169-v|IntentionalProcess+
6	on	on	ADP	IN	fPOS=ADP++IN	8	case	_	?|?
7	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	8	det	_	?|?
8	ground	ground	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	09334396-n|LandArea=
9	and	and	CONJ	CC	fPOS=CONJ++CC	5	cc	_	?|?
10	playing	play	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	5	conj	_	01717169-v|IntentionalProcess+
11	with	with	ADP	IN	fPOS=ADP++IN	14	case	_	?|?
12	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	14	det	_	?|?
13	little	little	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	14	amod	_	01391351-a|SubjectiveStrongNegativeAttribute+
14	girl	girl	NOUN	NN	Number=Sing|fPOS=NOUN++NN	10	nmod	_	10129825-n|Human+
15	.	.	PUNCT	.	fPOS=PUNCT++.	5	punct	_	?|?
