sentence A = There is no cat sliding upside down under a couch.
sentence B = A cat is sliding upside down under a couch.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Whip+,Translocation+,PositionalAttribute+,Sofa=
CONCEPTS B: Whip+,Entity+,Translocation+,PositionalAttribute+,Sofa=

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	cat	cat	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|02985606-n|Whip+
5	sliding	slide	NOUN	NN	Number=Sing|fPOS=NOUN++NN	6	compound	_	VBG|02090990-v|Translocation+
6	upside	upside	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	appos	_	NN|08663354-n|PositionalAttribute+
7	down	down	ADV	RB	fPOS=ADP++RP	2	advmod	_	IN|?|?
8	under	under	ADP	IN	fPOS=ADP++IN	10	case	_	IN|?|?
9	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	10	det	_	DT|?|?
10	couch	couch	NOUN	NN	Number=Sing|fPOS=NOUN++NN	7	nmod	_	NN|04256520-n|Sofa=
11	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	DT|?|?
2	cat	cat	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nsubj	_	NN|02985606-n|Whip+
3	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	5	cop	_	VBZ|02604760-v|Entity+
4	sliding	slide	NOUN	NN	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	5	compound	_	VBG|02090990-v|Translocation+
5	upside	upside	ADJ	JJ	Number=Sing|fPOS=NOUN++NN	0	ROOT	_	NN|08663354-n|PositionalAttribute+
6	down	down	ADP	IN	fPOS=ADP++RP	5	compound:prt	_	IN|?|?
7	under	under	ADP	IN	fPOS=ADP++IN	9	case	_	IN|?|?
8	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	9	det	_	DT|?|?
9	couch	couch	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	NN|04256520-n|Sofa=
10	.	.	PUNCT	.	fPOS=PUNCT++.	5	punct	_	Fp|?|?
