sentence A = There is no hamster singing.
sentence B = A person is slicing some onions.
entailm AB = A_neutral_B.
entailm BA = B_neutral_A.

CONCEPTS A: ?,Entity+,?,Rodent+,MakingVocalMusic=,?
CONCEPTS B: ?,Human=,Entity+,Separating+,?,FruitOrVegetable+,?

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	?|?
4	hamster	hamster	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	02342885-n|Rodent+
5	singing	sing	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	01731031-v|MakingVocalMusic=
6	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	?|?
CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	?|?
2	person	person	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	00007846-n|Human=
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	02604760-v|Entity+
4	slicing	slice	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	01254477-v|Separating+
5	some	some	DET	DT	fPOS=DET++DT	6	det	_	?|?
6	onions	onion	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	4	dobj	_	12433081-n|FruitOrVegetable+
7	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	?|?
